Sale_ID,Date,Product,Category,Quantity,Unit_Price,Revenue,Customer_ID,Region
SALE11285,2023-04-05,Screen Cleaner,Accessories,1,10.06,10.06,CUST8907,Central
SALE11286,2023-06-07,Headphones Wireless,Audio,1,141.63,141.63,CUST8921,Central
SALE11287,2023-11-14,Laptop Sleeve,Accessories,1,33.09,33.09,CUST2609,Central
SALE11288,2024-11-23,Monitor 27in,Displays,1,241.04,241.04,CUST1598,West
SALE11289,2024-02-01,Power Bank,Accessories,1,71.89,71.89,CUST2897,North
SALE11290,2023-11-15,External SSD 1TB,Storage,1,83.08,83.08,CUST2426,East
SALE11291,2024-04-23,Ring Light,Accessories,1,28.46,28.46,CUST9529,East
SALE11292,2023-01-24,Laptop Cooling Pad,Accessories,1,50.34,50.34,CUST4438,East
SALE11293,2023-07-25,Headphones Wireless,Audio,1,128.78,128.78,CUST9720,East
SALE11294,2024-03-27,Bluetooth Speaker,Audio,2,44.12,88.24,CUST3446,South
SALE11295,2023-10-08,USB-C Cable,Cables,1,10.31,10.31,CUST9422,North
SALE11296,2023-07-31,USB Flash Drive 128GB,Storage,1,23.76,23.76,CUST6218,East
SALE11297,2023-05-25,Power Bank,Accessories,1,68.24,68.24,CUST5011,South
SALE11298,2023-03-14,Desk Lamp,Furniture,1,58.73,58.73,CUST6549,Central
SALE11299,2024-03-30,Wireless Mouse,Accessories,2,18.9,37.8,CUST8712,North
SALE11300,2023-04-19,Wireless Charger,Accessories,1,16.88,16.88,CUST7987,West
SALE11301,2023-07-03,Power Bank,Accessories,4,55.77,223.08,CUST8304,Central
SALE11302,2023-12-31,Desk Lamp,Furniture,1,43.28,43.28,CUST4246,Central
SALE11303,2023-03-22,External SSD 1TB,Storage,1,132.9,132.9,CUST8629,Central
SALE11304,2023-05-15,Keyboard Mechanical,Accessories,2,177.54,355.08,CUST8672,North
SALE11305,2024-04-11,Desk Lamp,Furniture,3,62.65,187.95,CUST8625,West
SALE11306,2023-08-26,USB Hub,Accessories,2,25.75,51.5,CUST5227,East
SALE11307,2024-02-06,Webcam HD,Accessories,2,119.96,239.92,CUST6412,East
SALE11308,2024-04-09,HDMI Cable,Cables,1,10.91,10.91,CUST8787,North
SALE11309,2023-12-26,HDMI Cable,Cables,2,23.84,47.68,CUST3798,East
SALE11310,2023-12-23,Desk Organizer,Furniture,1,35.11,35.11,CUST9322,North
SALE11311,2024-02-20,Cable Management,Accessories,3,24.29,72.87,CUST2752,East
SALE11312,2024-07-23,Monitor Stand,Accessories,1,34.96,34.96,CUST5949,Central
SALE11313,2024-04-17,Wireless Charger,Accessories,2,35.67,71.34,CUST4908,Central
SALE11314,2023-09-07,USB Flash Drive 128GB,Storage,1,18.98,18.98,CUST8903,West
SALE11315,2023-03-09,Mouse Pad,Accessories,1,9.16,9.16,CUST8063,West
SALE11316,2024-08-03,Desk Mat,Accessories,1,26.98,26.98,CUST4869,South
SALE11317,2024-11-09,Bluetooth Speaker,Audio,2,39.35,78.7,CUST8972,North
SALE11318,2024-08-29,Desk Organizer,Furniture,1,31.2,31.2,CUST2599,West
SALE11319,2023-06-30,Desk Lamp,Furniture,1,77.57,77.57,CUST2140,Central
SALE11320,2023-04-22,Bluetooth Speaker,Audio,1,127.69,127.69,CUST7208,East
SALE11321,2024-05-21,Monitor Stand,Accessories,1,76.21,76.21,CUST2483,South
SALE11322,2023-05-23,Ring Light,Accessories,3,68.56,205.68,CUST1003,South
SALE11323,2024-11-07,Monitor 27in,Displays,1,290.59,290.59,CUST5775,West
SALE11324,2024-09-22,Laptop Cooling Pad,Accessories,4,37.89,151.56,CUST4369,East
SALE11325,2023-11-03,Laptop Cooling Pad,Accessories,1,51.77,51.77,CUST5989,West
SALE11326,2023-12-19,Keyboard Mechanical,Accessories,1,149.93,149.93,CUST9362,West
SALE11327,2023-05-11,USB Microphone,Audio,2,94.13,188.26,CUST7049,Central
SALE11328,2023-02-24,Laptop Pro 15,Computers,1,1622.01,1622.01,CUST6885,North
SALE11329,2023-10-16,USB Microphone,Audio,1,54.68,54.68,CUST8073,Central
SALE11330,2024-02-08,Monitor Stand,Accessories,1,52.27,52.27,CUST7271,West
SALE11331,2024-01-26,Laptop Bag,Accessories,2,83.61,167.22,CUST3841,West
SALE11332,2023-05-23,Headphones Wireless,Audio,1,193.3,193.3,CUST6902,West
SALE11333,2023-06-07,Desk Lamp,Furniture,5,79.86,399.3,CUST3056,South
SALE11334,2023-01-12,Keyboard Mechanical,Accessories,4,157.81,631.24,CUST3359,West
SALE11335,2024-11-04,Laptop Bag,Accessories,1,118.0,118.0,CUST3224,North
SALE11336,2023-05-21,Monitor Stand,Accessories,1,86.42,86.42,CUST8471,Central
SALE11337,2024-03-11,Desk Organizer,Furniture,1,21.29,21.29,CUST9346,West
SALE11338,2024-07-19,Cable Management,Accessories,1,19.0,19.0,CUST6821,South
SALE11339,2023-07-10,Laptop Bag,Accessories,1,88.37,88.37,CUST9161,South
SALE11340,2024-12-30,Keyboard Wrist Rest,Accessories,1,21.73,21.73,CUST9948,Central
SALE11341,2024-01-11,Wireless Mouse,Accessories,1,44.35,44.35,CUST8917,East
SALE11342,2023-04-26,Laptop Cooling Pad,Accessories,3,39.26,117.78,CUST2311,South
SALE11343,2024-06-23,USB Microphone,Audio,2,197.55,395.1,CUST5578,West
SALE11344,2024-06-13,Keyboard Mechanical,Accessories,2,142.8,285.6,CUST2449,South
SALE11345,2024-04-28,Monitor Stand,Accessories,1,81.92,81.92,CUST2279,Central
SALE11346,2024-08-16,Desk Lamp,Furniture,1,58.72,58.72,CUST6628,Central
SALE11347,2023-01-12,HDMI Cable,Cables,1,23.62,23.62,CUST8687,Central
SALE11348,2023-12-06,Laptop Bag,Accessories,5,68.23,341.15000000000003,CUST5827,East
SALE11349,2023-06-21,Wireless Mouse,Accessories,1,35.85,35.85,CUST5981,Central
SALE11350,2023-09-24,Wireless Mouse,Accessories,3,33.88,101.64000000000001,CUST3770,Central
SALE11351,2023-02-22,Bluetooth Speaker,Audio,1,148.84,148.84,CUST1447,East
SALE11352,2024-05-11,Keyboard Mechanical,Accessories,1,95.22,95.22,CUST2259,East
SALE11353,2023-09-16,Monitor 27in,Displays,2,323.16,646.32,CUST5509,East
SALE11354,2023-01-15,USB-C Adapter,Accessories,1,18.9,18.9,CUST3860,Central
SALE11355,2023-06-04,Bluetooth Speaker,Audio,3,83.6,250.79999999999998,CUST3873,East
SALE11356,2024-12-18,USB Hub,Accessories,3,39.4,118.19999999999999,CUST9640,North
SALE11357,2023-12-18,Keyboard Mechanical,Accessories,1,196.08,196.08,CUST3525,West
SALE11358,2024-02-27,Laptop Sleeve,Accessories,1,35.33,35.33,CUST8211,South
SALE11359,2023-08-04,Laptop Cooling Pad,Accessories,1,49.37,49.37,CUST6653,North
SALE11360,2024-10-19,Laptop Stand,Accessories,3,82.88,248.64,CUST2900,North
SALE11361,2023-06-21,Screen Cleaner,Accessories,1,8.99,8.99,CUST5937,West
SALE11362,2024-06-29,USB Hub,Accessories,1,35.19,35.19,CUST7390,West
SALE11363,2023-09-26,Monitor 27in,Displays,1,306.09,306.09,CUST8122,North
SALE11364,2023-10-23,External SSD 1TB,Storage,2,135.81,271.62,CUST7258,East
SALE11365,2024-06-26,Bluetooth Speaker,Audio,1,144.7,144.7,CUST2595,Central
SALE11366,2024-10-14,USB Flash Drive 64GB,Storage,2,24.34,48.68,CUST8074,Central
SALE11367,2024-10-29,USB Microphone,Audio,3,90.89,272.67,CUST5429,East
SALE11368,2023-04-11,Laptop Stand,Accessories,1,75.8,75.8,CUST7408,West
SALE11369,2024-11-22,USB-C Adapter,Accessories,1,23.46,23.46,CUST4193,Central
SALE11370,2023-12-12,Bluetooth Speaker,Audio,4,112.83,451.32,CUST3947,East
SALE11371,2024-07-14,Laptop Pro 15,Computers,1,1603.68,1603.68,CUST2113,North
SALE11372,2024-02-26,USB-C Cable,Cables,3,20.51,61.53,CUST8306,East
SALE11373,2023-08-13,USB-C Adapter,Accessories,1,24.92,24.92,CUST4163,North
SALE11374,2023-01-25,Desk Organizer,Furniture,1,18.22,18.22,CUST4552,Central
SALE11375,2024-10-15,USB-C Cable,Cables,3,24.16,72.48,CUST2965,North
SALE11376,2024-09-11,Monitor 27in,Displays,1,275.19,275.19,CUST4027,North
SALE11377,2024-12-13,Webcam HD,Accessories,1,75.33,75.33,CUST8650,North
SALE11378,2024-10-16,Screen Cleaner,Accessories,1,14.23,14.23,CUST5528,West
SALE11379,2024-12-09,Ring Light,Accessories,1,75.07,75.07,CUST6298,East
SALE11380,2023-06-15,Laptop Sleeve,Accessories,1,22.96,22.96,CUST2022,West
SALE11381,2024-02-02,Mouse Pad,Accessories,1,24.92,24.92,CUST5230,East
SALE11382,2023-07-02,Screen Cleaner,Accessories,4,5.69,22.76,CUST4287,Central
SALE11383,2024-02-07,Webcam HD,Accessories,1,114.55,114.55,CUST2776,South
SALE11384,2024-07-07,Laptop Sleeve,Accessories,1,37.25,37.25,CUST2740,West
SALE11385,2023-09-23,USB-C Cable,Cables,1,10.7,10.7,CUST2153,Central
SALE11386,2023-09-14,Laptop Sleeve,Accessories,2,37.84,75.68,CUST9154,South
SALE11387,2024-10-30,Monitor Stand,Accessories,1,30.06,30.06,CUST1619,West
SALE11388,2023-09-30,Monitor 27in,Displays,4,340.01,1360.04,CUST7411,Central
SALE11389,2023-01-04,Keyboard Wrist Rest,Accessories,1,32.69,32.69,CUST9039,West
SALE11390,2024-03-22,Wireless Charger,Accessories,1,44.54,44.54,CUST2148,Central
SALE11391,2023-08-20,Laptop Pro 15,Computers,1,1430.65,1430.65,CUST8898,North
SALE11392,2024-08-03,USB Flash Drive 128GB,Storage,1,38.38,38.38,CUST6880,East
SALE11393,2024-11-29,Desk Lamp,Furniture,1,47.03,47.03,CUST2485,East
SALE11394,2024-07-01,USB Microphone,Audio,1,194.14,194.14,CUST2318,West
SALE11395,2023-10-24,Monitor Stand,Accessories,2,44.22,88.44,CUST1644,West
SALE11396,2024-11-07,Headphones Wireless,Audio,1,131.73,131.73,CUST7391,North
SALE11397,2024-10-07,Power Bank,Accessories,1,41.56,41.56,CUST2390,West
SALE11398,2023-07-14,Monitor 27in,Displays,1,207.14,207.14,CUST1415,Central
SALE11399,2023-09-02,HDMI Cable,Cables,2,21.66,43.32,CUST9856,East
SALE11400,2024-05-26,USB Flash Drive 128GB,Storage,1,39.12,39.12,CUST8361,North
SALE11401,2023-02-07,Mouse Pad,Accessories,1,6.12,6.12,CUST1701,West
SALE11402,2023-05-02,Headphones Wireless,Audio,1,253.7,253.7,CUST9570,West
SALE11403,2024-11-25,USB Microphone,Audio,2,181.14,362.28,CUST3440,Central
SALE11404,2023-08-27,External SSD 1TB,Storage,1,85.04,85.04,CUST3319,West
SALE11405,2024-10-31,Laptop Pro 15,Computers,1,1482.73,1482.73,CUST1750,South
SALE11406,2024-12-19,Monitor Stand,Accessories,2,39.14,78.28,CUST3822,North
SALE11407,2023-11-11,Cable Management,Accessories,2,25.87,51.74,CUST8474,Central
SALE11408,2023-06-24,Cable Management,Accessories,1,21.82,21.82,CUST2742,North
SALE11409,2024-05-24,Desk Organizer,Furniture,3,42.97,128.91,CUST4613,North
SALE11410,2023-07-27,Laptop Bag,Accessories,1,66.99,66.99,CUST7586,East
SALE11411,2023-05-04,Bluetooth Speaker,Audio,1,99.12,99.12,CUST3250,East
SALE11412,2023-08-07,Laptop Sleeve,Accessories,1,21.82,21.82,CUST3841,East
SALE11413,2023-03-06,USB-C Cable,Cables,1,15.48,15.48,CUST7801,South
SALE11414,2024-12-14,USB Flash Drive 64GB,Storage,1,18.3,18.3,CUST8187,South
SALE11415,2024-08-18,Wireless Mouse,Accessories,4,19.0,76.0,CUST7162,South
SALE11416,2023-01-17,Ring Light,Accessories,1,61.52,61.52,CUST1104,North
SALE11417,2023-07-03,External SSD 1TB,Storage,1,86.24,86.24,CUST5648,West
SALE11418,2024-12-11,Desk Mat,Accessories,1,42.73,42.73,CUST8798,South
SALE11419,2023-07-31,Monitor 27in,Displays,4,327.97,1311.88,CUST9570,West
SALE11420,2024-02-26,USB Hub,Accessories,1,57.52,57.52,CUST1616,Central
SALE11421,2023-07-04,Power Bank,Accessories,1,49.99,49.99,CUST2442,East
SALE11422,2023-12-23,Laptop Bag,Accessories,1,40.37,40.37,CUST4860,South
SALE11423,2023-05-01,Keyboard Wrist Rest,Accessories,1,39.42,39.42,CUST6929,Central
SALE11424,2024-06-03,USB Hub,Accessories,5,38.57,192.85,CUST4409,East
SALE11425,2023-02-24,Headphones Wireless,Audio,4,87.04,348.16,CUST3444,West
SALE11426,2024-05-24,Webcam HD,Accessories,1,65.98,65.98,CUST1706,North
SALE11427,2024-10-22,USB Flash Drive 64GB,Storage,4,14.28,57.12,CUST8121,East
SALE11428,2023-12-09,Desk Organizer,Furniture,1,43.18,43.18,CUST8424,North
SALE11429,2023-04-17,USB-C Adapter,Accessories,3,16.84,50.519999999999996,CUST9804,South
SALE11430,2023-06-11,Desk Mat,Accessories,1,16.02,16.02,CUST9436,North
SALE11431,2023-03-14,Ring Light,Accessories,1,42.65,42.65,CUST8287,Central
SALE11432,2024-08-16,Mouse Pad,Accessories,1,13.38,13.38,CUST6336,South
SALE11433,2023-04-23,Mouse Pad,Accessories,1,9.56,9.56,CUST4884,West
SALE11434,2023-07-24,Wireless Charger,Accessories,1,46.2,46.2,CUST2204,West
SALE11435,2024-08-22,HDMI Cable,Cables,1,11.63,11.63,CUST8141,South
SALE11436,2023-08-10,External SSD 1TB,Storage,1,122.66,122.66,CUST3917,West
SALE11437,2024-01-18,Monitor 27in,Displays,2,291.55,583.1,CUST4181,East
SALE11438,2023-10-04,Headphones Wireless,Audio,1,140.61,140.61,CUST1525,Central
SALE11439,2023-03-03,Laptop Stand,Accessories,1,39.56,39.56,CUST8627,West
SALE11440,2024-03-04,Webcam HD,Accessories,4,126.03,504.12,CUST4602,East
SALE11441,2024-09-10,Webcam HD,Accessories,1,128.95,128.95,CUST3784,Central
SALE11442,2024-07-20,USB Microphone,Audio,1,84.46,84.46,CUST7745,Central
SALE11443,2024-05-15,USB Microphone,Audio,1,199.35,199.35,CUST8757,West
SALE11444,2023-10-13,Laptop Pro 15,Computers,3,1638.01,4914.03,CUST5041,South
SALE11445,2023-12-02,Laptop Bag,Accessories,1,86.36,86.36,CUST3440,Central
SALE11446,2023-01-06,Laptop Bag,Accessories,1,118.41,118.41,CUST1656,West
SALE11447,2024-05-31,Wireless Mouse,Accessories,2,27.77,55.54,CUST7460,West
SALE11448,2024-12-14,Cable Management,Accessories,4,11.96,47.84,CUST9114,South
SALE11449,2023-03-27,USB Flash Drive 128GB,Storage,1,33.83,33.83,CUST7662,South
SALE11450,2023-05-16,USB Flash Drive 64GB,Storage,1,14.44,14.44,CUST2486,North
SALE11451,2024-05-06,Bluetooth Speaker,Audio,1,66.58,66.58,CUST8524,Central
SALE11452,2024-08-20,Laptop Pro 15,Computers,3,1785.85,5357.549999999999,CUST8598,South
SALE11453,2024-12-21,Wireless Charger,Accessories,1,21.47,21.47,CUST7068,West
SALE11454,2024-12-21,Monitor Stand,Accessories,1,30.1,30.1,CUST2158,West
SALE11455,2024-12-08,Mouse Pad,Accessories,4,15.62,62.48,CUST5859,West
SALE11456,2023-10-04,Power Bank,Accessories,1,76.77,76.77,CUST9887,Central
SALE11457,2023-08-01,Desk Mat,Accessories,1,38.96,38.96,CUST6500,North
SALE11458,2024-06-11,External SSD 1TB,Storage,1,127.23,127.23,CUST1844,North
SALE11459,2024-01-28,USB Flash Drive 64GB,Storage,1,16.98,16.98,CUST1669,East
SALE11460,2024-01-11,Webcam HD,Accessories,1,114.82,114.82,CUST2097,Central
SALE11461,2024-12-27,Laptop Sleeve,Accessories,1,28.19,28.19,CUST6487,South
SALE11462,2024-07-06,USB-C Cable,Cables,1,22.98,22.98,CUST4437,South
SALE11463,2023-11-25,USB Flash Drive 64GB,Storage,1,23.47,23.47,CUST9250,West
SALE11464,2023-10-11,Wireless Mouse,Accessories,5,16.9,84.5,CUST6656,West
SALE11465,2024-05-12,Keyboard Wrist Rest,Accessories,1,28.17,28.17,CUST3010,West
SALE11466,2024-12-27,USB Flash Drive 128GB,Storage,4,31.96,127.84,CUST9730,East
SALE11467,2024-04-07,Desk Organizer,Furniture,1,27.89,27.89,CUST2075,South
SALE11468,2024-04-13,Keyboard Mechanical,Accessories,3,89.62,268.86,CUST3929,East
SALE11469,2023-03-20,USB-C Cable,Cables,2,13.3,26.6,CUST2835,South
SALE11470,2024-05-23,Monitor 27in,Displays,1,375.0,375.0,CUST9530,North
SALE11471,2023-10-28,Laptop Bag,Accessories,2,117.57,235.14,CUST9870,South
SALE11472,2024-04-30,USB Flash Drive 64GB,Storage,3,16.3,48.900000000000006,CUST1351,East
SALE11473,2023-07-13,Keyboard Mechanical,Accessories,1,82.64,82.64,CUST4806,Central
SALE11474,2024-10-22,Mouse Pad,Accessories,1,13.23,13.23,CUST6616,East
SALE11475,2024-05-12,Laptop Cooling Pad,Accessories,1,46.63,46.63,CUST9686,Central
SALE11476,2024-03-31,Screen Cleaner,Accessories,2,8.04,16.08,CUST3161,East
SALE11477,2023-06-25,Desk Mat,Accessories,2,24.1,48.2,CUST8933,East
SALE11478,2023-10-23,Laptop Sleeve,Accessories,2,53.82,107.64,CUST3430,East
SALE11479,2023-10-19,Screen Cleaner,Accessories,1,14.56,14.56,CUST3634,Central
SALE11480,2023-10-20,Webcam HD,Accessories,2,147.32,294.64,CUST3514,South
SALE11481,2023-09-01,USB-C Cable,Cables,1,10.82,10.82,CUST6187,Central
SALE11482,2023-05-10,Screen Cleaner,Accessories,1,7.6,7.6,CUST4022,South
SALE11483,2024-07-29,Power Bank,Accessories,1,22.08,22.08,CUST6192,East
SALE11484,2023-06-01,USB Flash Drive 64GB,Storage,1,16.73,16.73,CUST3663,Central
SALE11485,2023-11-05,USB-C Cable,Cables,1,28.41,28.41,CUST7628,West
SALE11486,2023-05-29,Screen Cleaner,Accessories,1,14.28,14.28,CUST3556,North
SALE11487,2024-07-13,Keyboard Wrist Rest,Accessories,1,23.28,23.28,CUST5842,West
SALE11488,2023-10-24,Laptop Sleeve,Accessories,1,59.23,59.23,CUST3409,Central
SALE11489,2024-03-28,Mouse Pad,Accessories,1,18.78,18.78,CUST8847,North
SALE11490,2023-05-23,Bluetooth Speaker,Audio,1,96.12,96.12,CUST6047,North
SALE11491,2024-02-16,Desk Organizer,Furniture,1,44.43,44.43,CUST8306,East
SALE11492,2023-04-05,Mouse Pad,Accessories,1,6.1,6.1,CUST4197,Central
SALE11493,2024-06-23,USB Hub,Accessories,1,51.25,51.25,CUST5553,South
SALE11494,2023-01-24,Keyboard Mechanical,Accessories,1,144.61,144.61,CUST8298,North
SALE11495,2024-06-08,Wireless Charger,Accessories,1,21.81,21.81,CUST6206,Central
SALE11496,2024-09-11,Keyboard Wrist Rest,Accessories,1,38.59,38.59,CUST6915,West
SALE11497,2023-06-01,Power Bank,Accessories,1,71.23,71.23,CUST7056,West
SALE11498,2024-01-17,Laptop Pro 15,Computers,1,1370.79,1370.79,CUST6756,East
SALE11499,2024-04-01,USB Microphone,Audio,3,134.15,402.45000000000005,CUST4533,West
SALE11500,2024-03-01,Desk Mat,Accessories,1,30.49,30.49,CUST3683,West
SALE11501,2024-02-29,Monitor 27in,Displays,1,367.1,367.1,CUST2410,South
SALE11502,2023-08-01,Desk Lamp,Furniture,1,51.1,51.1,CUST9606,East
SALE11503,2023-03-09,External SSD 1TB,Storage,1,147.21,147.21,CUST7156,North
SALE11504,2023-01-07,Laptop Bag,Accessories,1,91.1,91.1,CUST5478,West
SALE11505,2023-06-29,USB Flash Drive 128GB,Storage,1,26.55,26.55,CUST3243,South
SALE11506,2023-07-10,Cable Management,Accessories,1,17.64,17.64,CUST9037,North
SALE11507,2023-11-06,Cable Management,Accessories,1,21.7,21.7,CUST9095,Central
SALE11508,2024-04-19,USB Hub,Accessories,1,21.07,21.07,CUST1040,South
SALE11509,2023-09-26,Desk Lamp,Furniture,2,77.58,155.16,CUST8742,North
SALE11510,2024-10-31,Bluetooth Speaker,Audio,2,137.12,274.24,CUST7834,South
SALE11511,2024-05-18,External SSD 1TB,Storage,2,128.15,256.3,CUST5009,North
SALE11512,2023-05-03,Laptop Sleeve,Accessories,4,31.09,124.36,CUST2093,Central
SALE11513,2024-01-06,Laptop Cooling Pad,Accessories,1,39.22,39.22,CUST8144,East
SALE11514,2024-10-05,Bluetooth Speaker,Audio,1,87.12,87.12,CUST2959,East
SALE11515,2024-06-08,USB-C Adapter,Accessories,1,35.13,35.13,CUST5252,South
SALE11516,2024-08-18,Wireless Mouse,Accessories,1,19.38,19.38,CUST8553,South
SALE11517,2024-01-01,Webcam HD,Accessories,3,55.29,165.87,CUST6917,West
SALE11518,2024-10-13,External SSD 1TB,Storage,1,146.86,146.86,CUST1798,East
SALE11519,2023-10-26,Keyboard Wrist Rest,Accessories,3,30.97,92.91,CUST2258,Central
SALE11520,2023-07-18,Laptop Sleeve,Accessories,1,45.12,45.12,CUST2548,Central
SALE11521,2023-06-21,USB Flash Drive 128GB,Storage,4,23.07,92.28,CUST6180,East
SALE11522,2023-10-05,Bluetooth Speaker,Audio,1,113.76,113.76,CUST6939,North
SALE11523,2024-07-01,Laptop Cooling Pad,Accessories,1,34.07,34.07,CUST3354,North
SALE11524,2023-05-21,Keyboard Wrist Rest,Accessories,1,22.04,22.04,CUST8944,West
SALE11525,2023-12-15,External SSD 1TB,Storage,1,143.76,143.76,CUST2678,South
SALE11526,2023-06-08,Keyboard Wrist Rest,Accessories,1,20.53,20.53,CUST4087,Central
SALE11527,2024-09-20,Power Bank,Accessories,1,69.88,69.88,CUST9612,Central
SALE11528,2024-12-30,USB Flash Drive 128GB,Storage,2,32.56,65.12,CUST2867,West
SALE11529,2024-04-16,External SSD 1TB,Storage,1,85.35,85.35,CUST3150,North
SALE11530,2024-05-06,USB Flash Drive 64GB,Storage,1,14.67,14.67,CUST6940,South
SALE11531,2024-03-28,Ring Light,Accessories,1,99.07,99.07,CUST9570,East
SALE11532,2023-06-26,Power Bank,Accessories,2,38.28,76.56,CUST2943,South
SALE11533,2023-05-12,USB Microphone,Audio,1,154.14,154.14,CUST4712,East
SALE11534,2023-05-09,Headphones Wireless,Audio,1,91.25,91.25,CUST2287,West
SALE11535,2024-12-08,Laptop Sleeve,Accessories,1,51.36,51.36,CUST2273,North
SALE11536,2024-05-10,Laptop Sleeve,Accessories,1,37.25,37.25,CUST4217,North
SALE11537,2023-02-03,Desk Mat,Accessories,1,38.09,38.09,CUST1971,West
SALE11538,2023-05-02,External SSD 1TB,Storage,1,97.71,97.71,CUST2085,East
SALE11539,2024-11-14,Laptop Pro 15,Computers,1,1652.73,1652.73,CUST3028,Central
SALE11540,2023-07-30,Laptop Cooling Pad,Accessories,2,56.05,112.1,CUST4027,East
SALE11541,2023-01-30,Keyboard Mechanical,Accessories,1,97.47,97.47,CUST5544,Central
SALE11542,2023-12-23,USB Flash Drive 64GB,Storage,1,12.41,12.41,CUST9202,Central
SALE11543,2023-09-05,Keyboard Wrist Rest,Accessories,1,29.26,29.26,CUST2623,Central
SALE11544,2023-01-15,Keyboard Wrist Rest,Accessories,4,20.42,81.68,CUST4138,East
SALE11545,2023-06-25,Ring Light,Accessories,1,81.55,81.55,CUST1070,North
SALE11546,2023-08-08,External SSD 1TB,Storage,2,115.29,230.58,CUST8777,East
SALE11547,2024-12-15,Laptop Cooling Pad,Accessories,1,27.41,27.41,CUST2758,South
SALE11548,2023-12-30,Wireless Charger,Accessories,1,29.84,29.84,CUST9425,South
SALE11549,2024-02-22,USB-C Cable,Cables,1,25.23,25.23,CUST6149,North
SALE11550,2024-04-22,USB-C Cable,Cables,4,20.39,81.56,CUST9123,East
SALE11551,2024-12-22,Desk Lamp,Furniture,1,55.64,55.64,CUST1665,North
SALE11552,2023-12-02,HDMI Cable,Cables,2,13.47,26.94,CUST5646,West
SALE11553,2024-09-06,USB-C Adapter,Accessories,3,25.92,77.76,CUST8273,South
SALE11554,2024-07-21,Laptop Bag,Accessories,1,63.25,63.25,CUST8011,South
SALE11555,2023-03-13,Ring Light,Accessories,1,88.08,88.08,CUST8793,East
SALE11556,2023-07-03,Laptop Pro 15,Computers,1,1799.23,1799.23,CUST9055,North
SALE11557,2024-02-10,Screen Cleaner,Accessories,1,10.23,10.23,CUST2392,North
SALE11558,2023-05-27,Wireless Charger,Accessories,2,29.02,58.04,CUST2666,South
SALE11559,2023-03-08,USB Flash Drive 64GB,Storage,3,24.63,73.89,CUST6548,South
SALE11560,2024-09-01,USB Microphone,Audio,1,198.6,198.6,CUST3011,South
SALE11561,2024-03-10,USB-C Adapter,Accessories,1,32.47,32.47,CUST5472,West
SALE11562,2023-12-31,HDMI Cable,Cables,2,30.0,60.0,CUST7626,West
SALE11563,2024-06-07,Laptop Stand,Accessories,1,40.32,40.32,CUST8448,North
SALE11564,2023-05-06,Laptop Stand,Accessories,2,64.25,128.5,CUST4781,South
SALE11565,2023-01-31,USB-C Cable,Cables,1,24.76,24.76,CUST2117,West
SALE11566,2024-11-25,Laptop Pro 15,Computers,1,1783.24,1783.24,CUST7269,Central
SALE11567,2024-11-26,Mouse Pad,Accessories,1,8.05,8.05,CUST2578,North
SALE11568,2024-11-07,Laptop Sleeve,Accessories,1,40.8,40.8,CUST9064,West
SALE11569,2023-07-26,Desk Lamp,Furniture,1,61.42,61.42,CUST9032,Central
SALE11570,2023-09-25,USB Flash Drive 128GB,Storage,1,23.59,23.59,CUST9856,Central
SALE11571,2023-01-19,Laptop Sleeve,Accessories,1,21.26,21.26,CUST8051,North
SALE11572,2024-01-28,Screen Cleaner,Accessories,2,8.15,16.3,CUST7165,West
SALE11573,2024-04-15,Wireless Mouse,Accessories,3,15.99,47.97,CUST5965,South
SALE11574,2024-05-18,Laptop Bag,Accessories,1,50.76,50.76,CUST7374,West
SALE11575,2023-04-23,Laptop Cooling Pad,Accessories,1,47.0,47.0,CUST9837,Central
SALE11576,2024-04-26,HDMI Cable,Cables,1,26.87,26.87,CUST3560,Central
SALE11577,2023-02-27,Wireless Charger,Accessories,1,24.22,24.22,CUST7189,Central
SALE11578,2024-11-23,USB Flash Drive 64GB,Storage,1,21.5,21.5,CUST5660,East
SALE11579,2023-03-04,Laptop Pro 15,Computers,1,1554.28,1554.28,CUST3100,East
SALE11580,2023-12-24,Desk Mat,Accessories,1,40.97,40.97,CUST1440,East
SALE11581,2024-01-25,USB-C Cable,Cables,1,18.56,18.56,CUST6855,West
SALE11582,2023-12-26,Wireless Mouse,Accessories,1,34.84,34.84,CUST5056,South
SALE11583,2024-10-25,Desk Lamp,Furniture,1,57.59,57.59,CUST2073,East
SALE11584,2023-04-28,Mouse Pad,Accessories,5,8.4,42.0,CUST9821,East
SALE11585,2023-02-08,Screen Cleaner,Accessories,1,11.58,11.58,CUST7921,Central
SALE11586,2024-06-11,Ring Light,Accessories,1,56.59,56.59,CUST1334,West
SALE11587,2024-08-25,Laptop Pro 15,Computers,1,1791.46,1791.46,CUST7188,Central
SALE11588,2024-02-04,Mouse Pad,Accessories,1,16.45,16.45,CUST9001,North
SALE11589,2024-12-08,Bluetooth Speaker,Audio,2,54.71,109.42,CUST9138,Central
SALE11590,2024-11-14,Mouse Pad,Accessories,1,8.33,8.33,CUST5907,East
SALE11591,2024-03-22,Headphones Wireless,Audio,5,179.27,896.35,CUST2234,Central
SALE11592,2023-08-08,Desk Lamp,Furniture,1,39.58,39.58,CUST5871,Central
SALE11593,2024-02-16,Desk Mat,Accessories,1,22.91,22.91,CUST2506,Central
SALE11594,2023-04-08,Laptop Cooling Pad,Accessories,2,33.47,66.94,CUST2102,Central
